url,judul,subjudul,tanggal,isi_berita,kanal
https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-7526252/4-anak-di-bawah-umur-tersangka-pembunuhan-di-palembang-ini-kata-pengamat,"4 Anak di Bawah Umur Tersangka Pembunuhan di Palembang, Ini Kata Pengamat",,2024-09-05 20:30,"Pelaku pembunuhan dan pemerkosaan AA (14) seorang remaja putri di Kuburan Cina Palembang sudah ditangkap dan ditetapkan tersangka. Keempat tersangka merupakan anak di bawah umur, sama seperti korbannya. Pengamat Hukum dari Universitas Taman Siswa Palembang, Dr Azwar Agus menyampaikan turut prihatin dengan kejadian pembunuhan remaja putri yang dilakukan oleh remaja laki-laki yang usianya sebaya dengan korban. ""Kejadian ini sangat memprihatinkan. Dilihat dari aspek hukum kejahatan ini tidak bisa terbendung seiring dengan perkembangan ilmu pengetahuan dan teknologi seperti peran media sosial, di mana salah satu tersangka bisa mengakses film biru (porno),"" ujarnya, Kamis (5/9/2024). SCROLL TO CONTINUE WITH CONTENT Menurutnya, konten-konten negatif seperti seksual tidak bisa dihindari dan ini menjadi pemicu kejahatan karena terbukti anak tersebut bisa mengakses konten-konten pornografi dan memicu tindak pidana. ""Sebenarnya itu (konten film porno) tidak hanya bisa diakses anak-anak saja tetapi juga bisa diakses orang dewasa dan itu menjadi pemicu tindak kriminalitas terhadap seseorang,"" tuturnya. Jika anak sudah bisa mengakses dan melihat melalui handphone dapat menimbulkan efek yang cukup signifikan terhadap dirinya karena dapat berpengaruh bila tidak disertai dengan imam dan kontrol dari orang tua dan menimbulkan hal yang tidak diinginkan. ""Bahwa kemajuan pengetahuan dan teknologi tadi tidak bisa membendung pergaulan anak sekarang. Maka dari itu butuh kontrol dari orang tua dan pantauan dari orang tua agar apa tang dilihat di medsos tidak bernaturalisasi dengan kejadian seperti saat ini,"" ucapnya. Azwar menjelaskan untuk kejadian yang terjadi ini para tersangka sudah mendapatkan hukuman meski dirasakan keluarga korban tidak setimpal, namun tetap ada ancaman pidana. Tapi ancaman pidananya berbeda dengan orang dewasa. ""Anak masa depan bangsa. Walau tindakannya adalah pidana, namun bagi negara kita masih memikirkan kehidupan anak tersebut yang masih panjang,"" tuturnya. Memang hukumannya tidak memberikan keadilan bagi korban dan keluarga korban namun tersangka sudah diberikan hukuman dan diharapkan ke depan orang tua bisa mengontrol dan mengawasi keseharian anaknya. ""Peran orang dewasa seperti orang tua sangat penting, minimal orang tua memberikan kegiatan positif kepada anak dan kejadian ini perlu pengawasan kita bersama,"" pungkasnya. ",
https://www.detik.com/sumut/berita/d-7526611/ketua-gerindra-sumut-puji-kapolda-tindak-tegas-kejahatan-di-medan-utara,Ketua Gerindra Sumut Puji Kapolda Tindak Tegas Kejahatan di Medan Utara,,2024-09-05 18:55,"Ketua Gerindra Sumut, Ade Jona Prasetyo mengapresiasi Polda Sumatera Utara dan Polres Pelabuhan Belawan yang menjaga keamanan di wilayah Kota Medan khususnya Medan bagian utara. Jona menilai kepolisian selalu siap meningkatkan keamanan lewat patroli yang terus dilakukan. Jona menyebut aksi patroli yang dilakukan menekan angka kriminalitas mulai dari begal, tawuran, geng motor, dan berbagai kejahatan lainnya. Hal ini, kata Jona, terlihat dari Patroli Cipta Kondisi yang dipimpin oleh Kapolres Pelabuhan Belawan dalam rangka Pilkada serentak dan PON XXI Aceh-Sumut 2024, di mana tim gabungan berhasil mengamankan remaja yang membawa senjata tajam. ""Tentu tugas ini tidak mudah, terutama dengan maraknya ancaman kejahatan jalanan yang meresahkan masyarakat. Apresiasi yang setinggi-tingginya saya sampaikan kepada Bapak Kapolda Sumut dan Kapolres Pelabuhan Belawan beserta seluruh jajaran anggota kepolisian atas keberanian luar biasa yang telah ditunjukkan,"" ujar Ade Jona kepada detikcom, Kamis (5/9/2024). SCROLL TO CONTINUE WITH CONTENT Jona mengatakan, tindakan tegas terhadap pelaku serta langkah preventif yang dilakukan untuk mencegah kejahatan adalah bukti nyata dari komitmen kepolisian dalam melindungi masyarakat. Berkat upaya tanpa henti dari seluruh anggota kepolisian, ancaman begal berhasil ditekan. ""Pihak kepolisian sering kali harus bekerja tanpa mengenal waktu. Kami sangat senang, dan masyarakat merasa aman,"" lanjut Ade Jona. Lebih jauh, Ade Jona berharap agar sinergi antara masyarakat dan kepolisian semakin kuat ke depannya, sehingga dapat bersama-sama menciptakan lingkungan yang kondusif dan aman bagi semua. ""Terima kasih sekali lagi kepada Bapak Kapolda Sumut dan Kapolres Pelabuhan Belawan serta seluruh jajarannya. Kami harap prestasi ini terus berlanjut dan menjadi motivasi bagi seluruh elemen masyarakat untuk turut serta menjaga keamanan dan ketertiban di Kota Medan,"" tutupnya.",
https://www.detik.com/jatim/hukum-dan-kriminal/d-7526567/26-tersangka-dibekuk-selama-3-bulan-terakhir-di-kota-probolinggo,26 Tersangka Dibekuk Selama 3 Bulan Terakhir di Kota Probolinggo,,2024-09-05 18:38,"Dalam waktu kurang lebih 3 bulan, Polres Probolinggo Kota membekuk puluhan tersangka dari berbagai kasus. Kasus itu mulai dari kasus pembunuhan hingga kasus obat-obatan terlarang. Rinciannya, ada 26 tersangka dibekuk dari 10 kasus sabu dan 6 kasus obat keras berbahaya (Okerbaya) serta 5 kasus kriminalitas seperti pembunuhan istri oleh suami sirinya, penggelapan jabatan dan uang sewa, serta korupsi dana desa. Kapolres Probolinggo Kota AKBP Oki Ahadian Purwono mengatakan dengan jumlah kasus yang ada, menandakan memang angka kejahatan di wilayah hukumnya meningkat. Oki berjanji akan berupaya menekan hal tersebut. SCROLL TO CONTINUE WITH CONTENT ""Angka kejahatan memang meningkat, tapi perlu digarisbawahi juga, angka penangkapan kepada para pelaku juga meningkat. Ini PR bagi kami, agar selanjutnya bisa menekan dan menurunkan angka tersebut,"" ujar Oki, Kamis (5/9/2024). Dari penangkapan itu, lanjut Oki, disita barang bukti yakni 6 gram sabu, 5.300 butir pil koplo berbagai merek dari kasus peredaran obat-obatan terlarang, sepeda motor, celurit dan sejumlah dokumen. ""Semuanya sudah kami amankan dan disita di unit masing-masing. Kami harap partisipasi dari warga Kota Probolinggo untuk menurunkan angka ini sangat penting, sebab kerja kami tidak maksimal jika tidak ada bantuan dari masyarakat,"" ungkap Oki. Untuk kasus sabu, tersangka dikenakan pasal 114 dan 112 UU nomor 35 tahun 2009 tentang narkotika. Kasus peredaran pil koplo tersangka dijerat UU nomor 17 tahun 2003 tentang kesehatan dengan ancaman hukuman 5 tahun dan maksimal 12 tahun. Sedangkan untuk kasus kriminalitas, tersangka dijerat pasal 2, pasal 3 UU nomor 31 tahun 1999 tentang pemberantasan korupsi hingga pasal 374 KUHP dengan ancaman hukuman 5 tahun hingga maksimal 15 tahun penjara.",
https://travel.detik.com/international-destination/d-7525675/10-fakta-vatikan-negara-terkecil-dunia-yang-dipimpin-paus-fransiskus,"10 Fakta Vatikan, Negara Terkecil Dunia yang Dipimpin Paus Fransiskus",,2024-09-05 14:05,"Paus Fransiskus yang tengah berada di Indonesia merupakan Pemimpin Tertinggi Umat Katolik Dunia sekaligus kepala negara Vatikan. Di mana Vatikan dan seperti apa? Dilihat dari situs resminya pada Kamis (5/9/2024), Paus Fransiskus melakukan lawatan apolistik ke negara-negara Asia-Pasifik. Tiba pada Selasa (3/9) di Bandara Internasional Soekarno Hatta, Paus Fransiskus memilih pesawat komersil dibandingkan pesawat jet. Kedatangan Paus Fransiskus membuat sejumlah pertanyaan soal Vatikan. SCROLL TO CONTINUE WITH CONTENT Vatikan adalah negara terkecil dunia dengan luas hanya 0,44 kilometer persegi. Populasinya adalah 825 penduduk dan beragama katolik. Saking kecilnya, turis bisa mengelilingi kota ini dengan berjalan kaki selama satu jam saja. Yang membuat negara ini makin unik, Vatikan berada di dalam Kota Roma. Banyak negara yang memiliki penjara kosong, karena sedikitnya angka kriminalitas. Namun beda cerita dengan Vatikan, negara ini tidak memiliki penjara. Vatikan hanya memiliki tahanan sementara. Jika terbukti bersalah, terdakwa akan dibawa ke penjara Italia. Semua biaya tahanan itu akan ditanggung oleh Vatikan. Sebagai negara yang tidak memiliki penjara, Vatikan memiliki angka kriminalitas yang cukup tinggi. Kejahatan yang tercatat umumnya terjadi di kalangan turis. Mereka menjadi pelaku dan juga korban. Kejahatan paling umum adalah mengutil, pencurian dompet dan merampok. Situs pariwisata Vatikan meminta turis untuk selalu waspada. Ada laporan yang menyebutkan bahwa penduduk Vatikan lebih banyak mengkonsumsi wine dibandingkan negara-negara lain di dunia. Rata-rata penduduk Vatikan mengkonsumsi 74 liter wine setiap tahunnya. Angka ini dua kali lipat dibandingkan Italia dan Prancis. Ada banyak alasan mengapa Vatikan menjadi konsumen wine paling tinggi. Sudah jadi rahasia umum, penduduk Vatikan senang berkumpul bersama sambil minum wine, bahkan ada duty free khusus wine. Meski berada di Italia, penjaga keamanan Paus di Vatikan berasal dari Swiss alias Swiss Guard. Ada 153 tentara yang bertanggung jawab menjaga Paus. Mereka pertama kali ditugaskan pada tahun 1506 oleh Paus Julius II, yang saat itu membutuhkan penjagaan dari musuh-musuh gereja. Tentara ini sangat mudah dikenali dari seragam mereka yang warna-warni. Syarat untuk menjadi penjaga Paus haruslah berusia 19-30 tahun dan memiliki tinggi 170 cm. Mereka juga harus beragama Kristen dan menyelesaikan latihan dasar militer. Vatikan tidak memiliki rumah sakit atau ruang bersalin. Siapa pun yang lahir di Vatikan, tidak akan mendapat warga negara Vatikan. Kewarganegaraan diberikan atas dasar penunjukan dalam kapasitas bekerja dan pelayanan Tahta Suci. Kewarganegaraan diberikan kepada pasangan, orang tua dan kerabat lainnya yang tinggal bersama. Saat tugas selesai, kawarganegaraan akan dicabut. Secara geografi, Vatikan berada di wilayah Italia. Bahasa Italia pun dipakai sebagai bahasa nasional. Namun, Tahta Suci menggunakan bahasa Latin sebagai bahasa resmi. Vatikan juga dianggap sebagai penjaga de facto berhasa Latin. Inilah mengapa atm-atm di Vatikan menggunakan bahasa Latin. Vatikan memiliki satu stasiun yaitu Citta Vaticano. Stasiun ini memiliki jalur terpendek dunia dengan panjang 300 meter. Rel kereta api dan stasiun kereta api dibangun pada masa kepausan Paus Pius XI. Jalur ini digunakan untuk mengangkut barang. Tidak ada kereta penumpang reguler yang dijadwalkan beroperasi di jalur ini. Pada tahun 1981, Vatikan membeli teleskop canggih, yang merupakan salah satu teleskop terbesar di dunia - Teleskop Teknologi Canggih Vatikan. Teleskop ini terletak di puncak Gunung Graham di Arizona tenggara dan Vatikan melakukan penelitian astronomi di sana. Vatikan adalah satu-satunya negara yang sepenuhnya ditetapkan sebagai situs Warisan Dunia. Vatikan didaftarkan pada tahun 1984. Daftar tersebut mencakup kota Vatikan dan properti ekstrateritorial di Roma, yaitu Basilika Santo Petrus dan Santa Maria Maggiore. ",
https://news.detik.com/berita/d-7525722/tingkatkan-konektivitas-pemkab-madiun-gagas-sistem-transportasi-terintegrasi,"Tingkatkan Konektivitas, Pemkab Madiun Gagas Sistem Transportasi Terintegrasi",,2024-09-05 13:02,"Madiun adalah kabupaten yang terletak di Jawa Timur dengan jumlah penduduk sebanyak 758.517 jiwa. Pemerintah Kabupaten Madiun saat ini tengah menginisiasi berbagai program untuk meningkatkan kualitas transportasi publik dengan mengembangkan integrasi antar-moda transportasi. Langkah ini tidak hanya bertujuan untuk meningkatkan aksesibilitas dan kenyamanan bagi masyarakat, tetapi juga untuk mewujudkan sistem transportasi yang aman dan efisien. Berbagai sarana dan prasarana telah dibangun dan dikembangkan untuk mendukung terciptanya sistem transportasi yang berkeselamatan di wilayah ini. Kabupaten Madiun memiliki berbagai infrastruktur yang mendukung integrasi antar-moda transportasi. Beberapa fasilitas tersebut antara lain halte bus, jalur sepeda dan trotoar yang ramah pejalan kaki. SCROLL TO CONTINUE WITH CONTENT Pemkab Madiun juga mengembangkan alat penerangan jalan (APJ) dengan skema Kerjasama Pemerintah dengan Badan Usaha (KPBU). Di samping tujuannya memberikan pelayanan penerangan jalan yang merata di 15 kecamatan, juga dalam rangka menekan angka kriminalitas terutama angka kecelakaan lalu lintas. APJ juga bermanfaat sebagai penunjang aksesbilitas antara wilayah yang satu dengan yang lainya terutama pada daerah pegunungan dan daerah terpencil. Kemudian, Pemkab Madiun juga menghadirkan Alat Pengendali Isyarat Lalu Lintas (APILL) sebagai penunjang integrasi antar moda. Dilengkapi dengan Area Traffic Control System (ATCS) yang dapat digunakan untuk mempermudah pemantauan dan pengendalian traffic light oleh Dinas Perhubungan secara real-time. Menggunakan Metode Smart System yaitu Metode Control alat Controller, APILL yang dapat dikendalikan dari website dapat diprogam dimanapun dan kapanpun. Selain itu, tersedia pula layanan DAMRI dan Bus Sekolah Gratis, yang menjadi sarana transportasi publik utama bagi pelajar dan masyarakat umum. Fasilitas ini dirancang untuk memudahkan perpindahan antar-moda transportasi dan meningkatkan keterjangkauan layanan transportasi bagi seluruh lapisan masyarakat. Sebagai informasi, Pemkab Madiun adalah salah satu kabupaten nominasi penerima penghargaan dalam Hub Awards. Melalui agenda ini, Kemenhub memberikan apresiasi kepada pemerintah kabupaten atas komitmen dan peran aktif dalam mendukung kemajuan transportasi dan pembangunan konektivitas di Indonesia. Pemenang Hub Awards terbagi menjadi 2 kategori, yakni Inovasi Integrasi Antar- moda Transportasi serta Sistem Transportasi Berkelanjutan. Masing-masing dikelompokkan lagi menjadi Kabupaten Kecil, Kabupaten Sedang, Kabupaten Besar, dan Kabupaten Raya.  Simak Video: Road to HUB Space 2024  [Gambas:Video 20detik]  ",
https://www.detik.com/jatim/hukum-dan-kriminal/d-7524973/kriminalitas-surabaya-marak-pengamat-sebut-penanganannya-tertatih-tatih,"Kriminalitas Surabaya Marak, Pengamat Sebut Penanganannya Tertatih-tatih",,2024-09-05 02:01,"Sejumlah kejadian kriminalitas kian marak terjadi di Surabaya. Salah satu yang paling dominan adalah gangster dan begal. Ahli pidana Universitas Bhayangkara (Ubara) Surabaya Prof.Dr Solahudin buka suara terkait hal itu. Menurut Solahudin, penegakan hukum akhir-akhir ini di Surabaya tertatih-tatih. ""Ya mungkin akibat banyaknya kasus-kasus, kemudian banyak faktor pengaruh dari kemajuan pesat informasi ya, jadi keterbukaan informasi dan teknologi serta kesadaran sebagian besar masyarakat ini menjadi faktor yang sangat mendorong juga,"" kata Solahudin saat dikonfirmasi detikJatim, Rabu (4/9/2024). SCROLL TO CONTINUE WITH CONTENT Solahudin menilai keterbukaan dan kemajuan informasi menekan kinerja dari aparat penegak hukum (APH) itu sendiri. Menurut Solahudin, sebelumnya tidak ada pendorong dari luar atau masyarakat. Sehingga, APH terkesan santai dalam menangani suatu perkara, terutama yang tak mendapat perhatian publik. ""Makanya ya santai-santai saja, makanya timbul istilah no viral no justice,"" imbuhnya. Solahudin menegaskan apabila tidak ada dorongan dari media sosial dan perhatian masyarakat, maka penegakan hukum dan keadilan akan jalan di tempat. Sehingga, ia menilai penegakkan hukum seolah tertatih-tatih.",
https://www.detik.com/bali/berita/d-7524971/pj-gubernur-surati-pusat-soal-moratorium-pembangunan-di-bali,Pj Gubernur Surati Pusat soal Moratorium Pembangunan di Bali,,2024-09-04 22:02,"Penjabat (Pj) Gubernur Bali Sang Made Mahendra Jaya mengirim surat ke pemerintah pusat terkait moratorium pembangunan akomodasi hotel atau vila di kawasan Bali selatan. Ia berharap agar ada penataan perizinan untuk mencegah masifnya pembangunan akomodasi di Pulau Dewata. ""Biar ditata dulu perizinan pembangunannya. Jangan sawah jadi vila. Khususnya di kawasan Sarbagita (Denpasar, Badung, Gianyar, Tabanan),"" kata Mahendra Jaya, di Kuta, Badung, Bali, Rabu (4/9/2024). Menurut Mahendra, Bali selatan tak hanya menghadapi masalah alih fungsi lahan akibat gempuran pembangunan. Maraknya aksi kejahatan atau kriminalitas, dia berujar, juga perlu dapat perhatian. SCROLL TO CONTINUE WITH CONTENT ""Kami sudah bersurat, bermohon ke pemerintah pusat. (Moratorium) bukan diperketat, tapi ditata perizinannya,"" tandas Mahendra. Sebelumnya, Menteri Koordinator Kemaritiman dan Investasi (Menko Marves) Luhut Binsar Pandjaitan berang dengan masifnya alih fungsi lahan di Bali. Ia mengingatkan agar tidak ada lagi lahan persawahan yang digunakan untuk membangun akomodasi pariwisata. ""Tidak ada lagi orang membuat vila di sawah. Sawah biarlah sawah, supaya Bali jadi Bali yang unik,"" ujar Luhut di Nusa Dua, Selasa (3/9/2024). Dia mencontohkan lingkungan rumah miliknya yang berlokasi di kawasan Cemagi, Kuta Utara. Menurut dia, lahan di belakang rumahnya itu semula adalah hamparan sawah. Kini, lahan sawah tersebut sudah menjadi bangunan.",
https://www.detik.com/sumut/hukum-dan-kriminal/d-7524497/pekerja-kafe-disiram-air-keras-hingga-wajah-berasap-pelaku-ditangkap,"Pekerja Kafe Disiram Air Keras hingga Wajah 'Berasap', Pelaku Ditangkap",,2024-09-04 21:40,"Seorang pekerja kafe di Cengkareng, MAS (32), diduga disiram air keras oleh A, teman kerjanya. Wajah korban pun 'berasap' akibat terkena siraman diduga air keras. Video penyiraman diduga air keras itu pun tersebar luas hingga viral di media social. Dilansir detikNews, peristiwa itu dinarasikan terjadi pada Minggu (1/9) malam. Di video itu terlihat korban berboncengan mengendarai sepeda motor. Korban tampak dibuntuti oleh dua orang pelaku yang juga berboncengan satu motor. SCROLL TO CONTINUE WITH CONTENT Kemudian pelaku memepet korban dan seketika menyiramkan cairan diduga air keras ke arah wajah korban laki-laki. Kedua pelaku langsung memutar balik kendaraan dan tancap gas meninggalkan lokasi. Sementara itu, korban terlihat turun dari motornya dengan kondisi tubuh yang berasap lantaran diduga terkena air keras. Korban tampak mengusap mukanya sembari meringis kesakitan meminta bantuan warga sekitar. Warga pun berjibaku mengambil ember berisikan air lalu menyiramkannya ke korban. Korban tampak tergeletak tak berdaya kesakitan lantaran peristiwa yang terjadi. Kapolres Metro Jakarta Barat Kombes M Syahduddi membenarkan adanya peristiwa tersebut. Kasus sudah dilaporkan ke Polsek Cengkareng. ""Benar ada kejadian tersebut. Peristiwa tersebut sudah dilaporkan ke Polsek Cengkareng,"" kata Syahduddi. Pelalu Ditangkap Kapolsek Cengkareng Kompol Stanlly Soselisa menambahkan pelaku adalah rekan kerja korban. Keduanya merupakan waiters di kafe yang sama. ""Pelaku teman kerja korban di kafe Cengkareng. Pelaku dan korban merupakan waiters di salah satu kafe,"" katanya terpisah. Stanlly mengatakan pelaku ditangkap pada Senin (2/9) malam di sebuah kafe di kawasan Cengkareng, Jakarta Barat. Belum diketahui motif pasti penyiraman air keras tersebut. Saat ini pelaku masih menjalani pemeriksaan. ""Setelah pelaku masuk ke dalam kafe, tim opsnal langsung masuk ke dalam untuk mengamankan pelaku. Saat ini pelaku dibawa ke Mapolsek Cengkareng untuk dimintai keterangan lebih lanjut,"" jelasnya.",
https://news.detik.com/pilkada/d-7523187/pramono-ingin-pasang-cctv-di-rt-rw-jakarta-untuk-turunkan-kriminalitas,Pramono Ingin Pasang CCTV di RT-RW Jakarta untuk Turunkan Kriminalitas,,2024-09-04 02:44,"Bakal Calon Gubernur Jakarta Pramono Anung ingin memasang closed circuit television (CCTV) di RT dan RW Jakarta bila terpilih di Pilgub 2024. Program itu dilakukan sebagai upaya mencegah maraknya kriminalitas. ""Jadi semua RT RW di seluruh Jakarta diberikan CCTV. Karena itu menjadi hal yang bisa menurunkan kriminalitas di semua daerah. Dan di negara-negara maju ini bisa dilakukan,"" kata Pramono Anung kepada wartawan, Selasa (3/9/2024) malam. Dia menyakini program ini realistis dilakukan di Jakarta. Terlebih, kata dia, Jakarta memang membutuhkan itu sebab angka kriminalitas masih tinggi. SCROLL TO CONTINUE WITH CONTENT ""Kedua, kalau lihat di lapangan apa pun namanya RT RW adalah ujung tombak, sekarang biaya operasional RT itu Rp 2 juta, RW 2,5 juta,"" jelasnya. Lebih lanjut ia memaparkan, saat ini jumlah RT dan RW di Jakarta mencapai 30.900. Program ini dianggap realistis mengingat APBD Jakarta cukup besar. Selain itu, Pramono Anung berjanji akan mengoptimalisasi transportasi umum jika terpilih di Pilgub 2024. Upaya optimalisasi itu misalkan dengan menambah armada. ""Sekarang ini kan problem-problem utamanya frekuensi. Kalau pagi sangat padat, transportasinya kurang. Mau KRL, mau busway, mau MRT, kurang. Termasuk ketika orang pulang kerja. Tetapi jam di tengah-tengah itu banyak kosongnya. Nah pengaturan pengaturan seerti itulah yang harus diatur,"" kata Pramono Anung. Menurut Pramono, persoalan transportasi di Jakarta sama kompleksnya dengan masalah udara, air dan banjir. Untuk itu, dia ingin berguru dengan gubernur sebelumnya Fauzi Bowo dan Sutiyoso. ""Bang Yos, Bang Foke sudah meletakkan dasar dengan Transjakarta, kemudian dimulailah ada LRT, MRT dan sebagainya. Ini sebenarnya pembahasannya bukan sekarang. Ini sudah ada sebelumnya, tapi dieksekusi pada eranya Pak Jokowi. Sehingga dengan demikian apa yang sudah baik kita teruskan, apa yang kurang,"" jelas dia. Selain itu optimalisasi transportasi umum bisa dilakukan dengan cara tap in yang bisa lebih cepat. Jika waktu tap in bisa dibuat lebih singkat, maka akan mengurangi waktu tunggu saat antre masuk halte atau stasiun. ""Kalau itu bisa dilakukan maka jam waktu untuk menunggu itu akan berkurang banyak, dan itu yang akan kami lakukan. Termasuk konektivitas ke Tangerang, Tangsel, Bekasi, Bekasi Barat, ya harus disambungkan lah gabisa dipotong-potong,"" imbuhnya.",
https://www.detik.com/sumut/berita/d-7523073/pria-batam-nekat-jambret-untuk-modal-judi-online,Pria Batam Nekat Jambret untuk Modal Judi Online,,2024-09-03 22:21,"Seorang pria berinisial RS (35) pelaku jambret di Jalan Pantai Bahagia, Kelurahan Sambau, Nongsa, Kota Batam, Kepulauan Riau (Kepri) dibekuk polisi. Pelaku nekat melakukan aksinya karena ketagihan Judi online. ""Opsnal Polsek Nongsa mengamankan satu orang laki-laki dewasa dengan inisial RS yang merupakan pelaku tindak pidana pencurian dengan kekerasan atau jambret,"" kata Kapolsek Nongsa Kompol Effendri Alie, Selasa (3/9)2023). Kronologi penjambretan oleh pelaku RS bermula dari korban MS bersama rekannya mengunjungi Pantai Bahagia, Nongsa pada Sabtu (31/9). Sampai di pintu masuk pantai, korban melihat seorang pria berbalik arah dan menghampiri korban. SCROLL TO CONTINUE WITH CONTENT ""Pelaku memepet korban dan langsung menarik tas selempang warna hitam milik korban dan di dalam tas tersebut ada HP Realme C35 warna hijau, dompet warna hitam yang berisikan uang sebanyak Rp 150.000, KTP, BPJS dan Kartu asuransi sekolah,"" ujarnya. Saat kejadian korban sempat berusaha menahan tas miliknya, namun tas tersebut berhasil ditarik pelaku. Akibatnya korban mengalami kerugian sebesar Rp 1.5 juta. ""Atas kejadian tersebut korban mendatangi Polsek Nongsa guna pengusutan lebih lanjut. Atas kejadian tersebut pelapor mengalami kerugian sebanyak Rp 1.589.000,"" ujarnya. Dari penyelidikan yang dilakukan polisi akhirnya ditemukan keberadaan pelaku. Pelaku diamankan polisi pada Senin (2/9) di lokasi kerjanya yang berada di Kecamatan Nongsa. ""Pelaku diamankan saat sedang bekerja sebagai buruh tulangan di PT CLT Kelurahan Batu Besar, Kecamatan Nongsa, pada Senin (2/9),"" ujarnya. Dari pemeriksaan penyidik, pelaku RS mengaku aksinya itu dilakukan karena kecanduan judi online. Ia menyebut uang hasil jambret itu digunakan untuk judi online. ""Pelaku melakukan aksi penjambretan tersebut dikarenakan memiliki kecanduan bermain judi online, meskipun pelaku RS sudah memiliki pekerjaan namun penghasilan pelaku tidak mencukupi, karena pelaku telah kecanduan bermain judi online,"" ujarnya. ""Pengakuan pelaku baru sekali, tapi masih kami dalami,"" tambahnya. Atas perbuatannya pelaku dijerat dengan pasal pencurian dengan kekerasan. Pelaku terancam pidana penjara maksimal 9 tahun penjara. ""Dari pengungkapan kasus ini kami mengimbau agar masyarakat untuk tidak terjerumus dalam praktik judi online yang tengah marak saat ini, lebih baik uang tersebut ditabung ataupun dipergunakan untuk hal-hal bermanfaat lainnya,"" ujarnya.",
